id,sentence,dialect
1661,શિરીષભાઈની સોસાયટી રીડેવલપમેન્ટમાં જવાની હોવાથી તેમણે બીજી જગ્યાએ મકાન લેવાનું નક્કી કર્યું હતું,standard_gujarati
1662,"આ ઘટના એવા સમયે સર્જાઈ છે, જ્યારે ભારતના સંરક્ષણ મંત્રાલયે 114 રાફેલ વિમાન
બનાવવા માટે મંજૂરી આપી હતી",kathiawari
1663,ગજબનો કોમેડિયન છે મને પન લો તમારી સાથે કામ કરવા માટે,charotari
1664,આ વેવલા પણુજ કરતો હોય જય માતાજી,charotari
1665,ચાર માળની બિલ્ડીંગના ત્રીજા માળે અમે પહોંચ્યા,standard_gujarati
1666,"શ્રોતાઓ લાંબા સમય સુધી આ સંગીતરસના
મીઠા સ્વરોને હૃદયમાં સંભાળીને રાખે તેવો સ્મરણીય સંગીતાનુભવ બની રહ્યો હતો",kathiawari
1667,માંડલ તાલુકાના જાલીસણા અને સીતાપુર ગામોની વચ્ચેમાંથી પસાર થતી સરદાર સરોવર નર્મદા નિગમની ઝીંઝુવાડા શાખા નહેર ઘણા સમયથી ગંદકીમાં ફસાઈ ગઈ હોય તેવું દ્રશ્ય સર્જાયું હતું,standard_gujarati
1668,મહેસાણા ની ભાષા નથી ખોટું બોલે છે પેસા માટે કરે છે,charotari
1669,તેના યોગદાનથી ભારતીય મહિલા ટીમ વિશ્વ વિજેતા બની હતી,kathiawari
1670,👍👍👍👍સરસમજાઆવીગય😀,surti
1671,"મોદી
સરકારના મંત્રીના પ્રહાર : કોંગ્રેસ નેતા ભારત વિરોધી તાકાતો સાથે જોડાયેલા રહે છે નવી
દિલ્હી, તા",kathiawari
1672,આ કેસમાં અન્ય છ આરોપીઓને વોન્ટેડ જાહેર કરવામાં આવ્યા છે,standard_gujarati
1673,હાઇકોર્ટ ત્યાં સુધી બરોડા ક્રિકેટ એસોસિએશનની વર્તમાન કમિટીને કાર્યકારી કમિટી તરીકે ડે ટુ ડે ના કાર્ય કરવા મંજૂરી આપતો હુકમ પસાર કરશે,standard_gujarati
1674,જય જય ગરવી ગુજરાત ❤❤❤❤❤❤,surti
1675,"જય જય ગરવી ગુજરાત એક નંબર સોંગ ગાયું ભાઈ આમને આમ આગળ ખૂબ પ્રગતિ કરો એવી શુભકામનાઓ . ""આદિવાસી તરફથી"" 🌿જય જોહાર,જય આદિવાસી 🏹",surti
1676,ભાઈ dj માં વગાડી શકાય 🫰,surti
1677,કરમશીભાઈ ભોપાભાઈને મળેલી ચોક્કસ બાતમીના આધારે આ દરોડો પાડવામાં આવ્યો હતો,standard_gujarati
1678,Manish Joshi ।ગપયણભતઘતબઠતડત,charotari
1679,"સામાજિક સુરક્ષા આર્થિક વિકાસ અને ગ્રીન ગ્રોથને કેન્દ્ર સ્થાને
રખાયા છે",kathiawari
1680,"ડિજિટલ રાડિંગ ઝોન સ્પર્ધાત્મક પરીક્ષાની તૈયારી માટે ખાસ વિભાગ
અને બાળકો માટે વિશેષ વાંચન વિસ્તાર જેવી સુવિધાઓ ઉપલબ્ધ રહેશે તેમ અંદાજપત્રમાં નાણાપ્રધાને
જણાવ્યું છે",kathiawari
1681,ભૂગર્ભ કોપર-લીડ-ઝીંક ખાણ ધરાવતા અંબાજી કોપર પ્રોજેક્ટ માટે રૂ,kathiawari
1682,"આયોજકો કોઈપણ પ્રકારના બૌદ્ધિક સંપત્તિ વિવાદ અથવા
ભ્રામક દાવાને પ્રોત્સાહન આપવા માંગતા ન હતા તેથી યુનિવર્સિટીને પ્રદર્શન બંધ કરીને જગ્યા ખાલી કરવા કહેવામાં આવ્યું હતું",kathiawari
1683,"અને કડક પોલીસ બંદોબસ્ત વચ્ચે
સાધુ, સાધ્વીના વેશમાં વિવાદાસ્પદ કિર્તી પટેલ સહિતનાઓએ સ્નાન કરી ધાર્મિક લાગણી દુભાવી
હોવાની મહામંડલેશ્વર બજરંગદાસ બાપુએ પોલીસમાં ફરિયાદ નોંધાવી છે",kathiawari
1684,જય જય ગરવી ગુજરાત ❤,surti
1685,પત્નીઓ ne ગાળો kai રીતે આપવી એ કોઈ તમારી પાસેથી શીખે.... શરમ કરો......,charotari
1686,કોર્પોરેશન દ્વારા ત્યાં પાર્કિંગ અંગેનું બોર્ડ પણ મારવામાં આવ્યું છે,standard_gujarati
1687,અમદાવાદના ઓઢવ વિસ્તારમાં રિંગરોડ પર બનેલા એક કોમ્પ્લેક્સમાં નેશનલ ઇન્સ્ટિટ્યૂટ ઓફ ઓપન સ્કૂલિંગનું સેન્ટર આવેલું છે,standard_gujarati
1688,"17 : જૂનાગઢ નજીકના ઇવનગરમા બે વર્ષ પહેલા માતાની સગી પુત્રી અને તેના પ્રેમીએ હત્યા
કર્યાના કેસમાં જૂનાગઢ જિલ્લા કોર્ટે બન્નેને આજીવન કેદની સજા અને રૂપિયા 1000 દંડ
ફટકારતો ચુકાદો આપ્યો હતો",kathiawari
1689,"મતલબ ગામડાના ભોળા માણસોને રામાયણનું જ્ઞાન હોય છે . તેમને કથા સાંભળવા જવાની જરુર નથી ,",charotari
1690,આમેસાણાનીભાષાનથી.ડફોર,charotari
1691,મુરખ રામાયણ નુ મજાક કરે છે,charotari
1692,ઉત્તર-પૂર્વી રાજ્યોમાં થયેલી હિમવર્ષાની અસર ગુજરાતના વાતાવરણ પર જોવા મળી રહી છે,standard_gujarati
